countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
005,45255,Littleton (Part),2017,696,1428,43499,42918,2.21,19997,19379,618
005,69645,Sheridan,2017,21,8,6062,6062,2.5,2524,2429,95
005,99990,Unincorp. Area,2017,277,277,95950,95124,2.7,36114,35189,925
007,00000,ARCHULETA COUNTY,2017,131,0,12758,12657,2.28,9137,5540,3597
007,56860,Pagosa Springs,2017,16,15,1593,1541,2.38,941,648,293
007,99990,Unincorp. Area,2017,115,114,11165,11116,2.27,8196,4892,3304
009,00000,BACA COUNTY,2017,1,0,3523,3472,2.14,1969,1621,348
009,11645,Campo,2017,0,0,107,107,2.26,65,47,18
009,61315,Pritchett,2017,0,0,118,118,2.32,65,51,14
009,73330,Springfield,2017,1,0,1319,1281,2.02,735,634,101
009,79270,Two Buttes,2017,0,0,36,36,1.59,30,23,7
009,81030,Vilas,2017,0,0,88,88,2.55,37,35,2
009,82460,Walsh,2017,0,0,553,540,2.01,329,269,60
009,99990,Unincorp. Area,2017,0,0,1302,1302,2.31,708,563,145
011,00000,BENT COUNTY,2017,2,0,5968,4034,2.3,2130,1757,373
011,43660,Las Animas,2017,0,0,2289,2211,2.25,1178,984,194
011,99990,Unincorp. Area,2017,2,2,3679,1823,2.36,952,773,179
013,00000,BOULDER COUNTY,2017,1857,0,325414,311468,2.38,135024,130647,4377
013,07850,Boulder,2017,101,101,108484,95688,2.17,45416,44029,1387
013,24950,Erie (Part),2017,148,148,10772,10772,3.02,3617,3570,47
013,39195,Jamestown,2017,0,0,285,285,2.21,137,129,8
013,41835,Lafayette,2017,243,0,27697,27582,2.51,11175,10972,203
013,45970,Longmont (Part),2017,972,1003,94188,93395,2.51,38221,37211,1010
013,46355,Louisville,2017,270,0,21220,21051,2.42,8870,8688,182
013,47070,Lyons,2017,6,0,2158,2158,2.48,890,870,20
013,53175,Nederland,2017,12,0,1555,1548,2.18,758,709,49
013,75640,Superior (Part),2017,33,33,12934,12934,2.74,4828,4713,115
013,82735,Ward,2017,1,0,150,150,1.84,95,81,14
013,99990,Unincorp. Area,2017,71,71,45973,45905,2.33,21017,19675,1342
014,00000,BROOMFIELD COUNTY,2017,779,0,69655,69413,2.52,29498,27598,1900
014,09280,Broomfield,2017,779,779,69655,69413,2.52,29498,27598,1900
015,00000,CHAFFEE COUNTY,2017,289,0,18967,17546,2.16,10484,8131,2353
015,10105,Buena Vista,2017,22,22,2784,2784,2.22,1506,1256,250
015,60600,Poncha Springs,2017,44,49,770,770,2.19,400,352,48
015,67280,Salida,2017,104,0,5575,5408,2.02,3141,2672,469
015,99990,Unincorp. Area,2017,119,112,9838,8584,2.23,5437,3851,1586
017,00000,CHEYENNE COUNTY,2017,3,0,1788,1746,2.3,898,758,140
017,14175,Cheyenne Wells,2017,2,1,790,763,2.12,411,360,51
017,41010,Kit Carson,2017,0,0,269,254,2.28,136,111,25
017,99990,Unincorp. Area,2017,1,1,729,729,2.55,351,286,65
019,00000,CLEAR CREEK COUNTY,2017,12,0,9427,9312,2.13,5572,4374,1198
019,12910,Central City (Part),2017,0,0,0,0,0,0,0,0
019,24620,Empire,2017,1,0,332,332,1.86,205,178,27
019,29735,Georgetown,2017,1,0,1109,1048,2,727,525,202
019,38370,Idaho Sprgs,2017,0,0,1758,1714,2.04,914,839,75
019,70360,Silver Plume,2017,0,0,201,201,1.93,147,104,43
019,99990,Unincorp. Area,2017,10,0,6027,6017,2.21,3579,2727,852
021,00000,CONEJOS COUNTY,2017,20,0,7757,7702,2.58,3926,2986,940
021,02355,Antonito,2017,0,0,688,687,2.19,377,314,63
021,42055,La Jara,2017,1,0,754,746,2.61,330,286,44
021,48060,Manassa,2017,2,0,944,944,2.64,399,357,42
021,65740,Romeo,2017,1,0,308,308,2.81,124,110,14
021,67830,Sanford,2017,2,0,871,871,2.83,338,307,31
021,99990,Unincorp. Area,2017,14,0,4192,4146,2.57,2358,1613,745
023,00000,COSTILLA COUNTY,2017,44,0,3516,3516,2.22,2311,1586,725
023,07190,Blanca,2017,0,0,339,339,2.73,150,124,26
023,68105,San Luis,2017,1,0,603,603,2.17,344,278,66
023,99990,Unincorp. Area,2017,43,0,2574,2574,2.17,1817,1183,634
025,00000,CROWLEY COUNTY,2017,4,0,5837,3042,2.34,1504,1299,205
025,18750,Crowley,2017,0,0,165,165,2.22,81,74,7
025,55705,Olney Springs,2017,0,0,324,324,2.48,156,131,25
025,56145,Ordway,2017,0,0,1055,1020,2.27,518,449,69
025,74815,Sugar City,2017,1,0,259,259,2.24,148,116,32
025,99990,Unincorp. Area,2017,3,0,4033,1273,2.41,601,529,72
027,00000,CUSTER COUNTY,2017,57,0,4539,4526,2.12,3964,2135,1829
027,70250,Silver Cliff,2017,3,0,586,586,2,385,293,92
027,83450,Westcliffe,2017,0,2,450,437,1.94,312,225,87
027,99990,Unincorp. Area,2017,54,49,3503,3503,2.17,3267,1617,1650
029,00000,DELTA COUNTY,2017,15,0,30703,29858,2.34,14660,12745,1915
029,12635,Cedaredge,2017,2,0,2215,2215,2.07,1175,1069,106
029,17925,Crawford,2017,0,0,410,410,2.24,216,183,33
029,19850,Delta,2017,5,5,8891,8734,2.44,3882,3585,297
029,37545,Hotchkiss,2017,1,0,875,875,2.21,438,395,43
029,55980,Orchard City,2017,6,0,3078,3014,2.31,1432,1303,129
029,57300,Paonia,2017,1,0,1394,1351,2.12,735,636,99
029,99990,Unincorp. Area,2017,0,0,13839,13257,2.38,6782,5574,1208
031,00000,DENVER COUNTY,2017,7660,0,693134,676812,2.21,321058,306336,14722
031,20000,Denver,2017,7660,7660,693134,676812,2.21,321058,306336,14722
033,00000,DOLORES COUNTY,2017,20,0,2088,2088,2.25,1287,930,357
033,21265,Dove Creek,2017,0,0,664,664,2.31,331,287,44
033,64090,Rico,2017,0,0,305,305,2.04,221,149,72
033,99990,Unincorp. Area,2017,20,19,1120,1120,2.27,735,494,241
035,00000,DOUGLAS COUNTY,2017,3602,0,335933,334512,2.77,122812,120764,2048
035,04000,Aurora (Part),2017,145,149,1241,1241,2.75,478,451,27
035,12387,City of Castle Pines,2017,2,2,10513,10500,2.91,3669,3613,56
035,12415,Castle Rock,2017,1251,1114,65684,64804,2.87,22990,22565,425
035,43550,Larkspur,2017,2,0,206,206,2.19,97,94,3
035,45255,Littleton (Part),2017,1,4,707,707,1.86,403,379,24
035,45955,Lone Tree,2017,80,274,13088,13088,2.38,5627,5489,138
035,57630,Parker,2017,689,691,54564,54502,2.83,19524,19274,250
035,99990,Unincorp. Area,2017,1432,1432,189930,189463,2.75,70024,68898,1126
037,00000,EAGLE COUNTY,2017,309,0,53724,53633,2.69,31951,19945,12006
037,04110,Avon,2017,7,0,5825,5825,2.62,3534,2221,1313
037,04935,Basalt (Part),2017,99,0,2854,2854,2.32,1431,1231,200
037,22200,Eagle,2017,35,31,7033,6943,2.92,2559,2382,177
037,33695,Gypsum,2017,29,39,7589,7589,3.19,2514,2379,135
037,50920,Minturn,2017,5,0,1009,1009,2.34,541,431,110
037,63265,Red Cliff,2017,0,20,232,232,2.26,124,103,21
037,80040,Vail,2017,11,0,4939,4937,2.03,7174,2438,4736
037,99990,Unincorp. Area,2017,123,72,24244,24244,2.77,14074,8760,5314
039,00000,ELBERT COUNTY,2017,120,0,24942,24871,2.76,9328,8997,331
039,23740,Elizabeth,2017,1,1,1387,1387,2.77,518,500,18
039,40790,Kiowa,2017,0,0,737,703,2.41,309,292,17
039,70635,Simla,2017,0,0,647,618,2.73,258,226,32
039,99990,Unincorp. Area,2017,119,106,22171,22164,2.78,8243,7979,264
041,00000,EL PASO COUNTY,2017,3506,0,704797,683661,2.59,276227,264025,12202
041,11260,Calhan,2017,1,0,785,785,2.54,336,310,26
041,16000,Colorado Springs,2017,1938,1938,467285,456825,2.46,194115,185401,8714
041,27865,Fountain,2017,109,109,28997,28997,2.99,10078,9701,377
041,32650,Green Mtn. Falls (Part),2017,0,0,748,723,2.01,518,360,158
041,48445,Manitou Springs,2017,7,7,4904,4871,1.99,2645,2449,196
041,51800,Monument,2017,182,182,8914,8914,2.95,3126,3017,109
041,57025,Palmer Lake,2017,22,8,2583,2580,2.48,1116,1040,76
041,62660,Ramah,2017,0,0,119,119,2.19,64,55,9
041,99990,Unincorp. Area,2017,1247,1247,190461,179846,2.92,64229,61693,2536
043,00000,FREMONT COUNTY,2017,85,0,47564,39465,2.29,19834,17211,2623
043,09115,Brookside,2017,2,2,206,206,2.48,90,83,7
043,11810,Canon City,2017,21,0,16935,15425,2.23,7513,6911,602
043,15330,Coal Creek,2017,0,0,347,347,2.38,155,145,10
043,27040,Florence,2017,5,0,3733,3645,2.34,1720,1559,161
043,64970,Rockvale,2017,3,0,509,509,2.35,248,216,32
043,85155,Williamsburg,2017,1,2,698,685,2.55,288,269,19
043,99990,Unincorp. Area,2017,53,53,25137,18648,2.32,9820,8027,1793
045,00000,GARFIELD COUNTY,2017,166,0,58871,57811,2.71,23511,21300,2211
045,12030,Carbonate,2017,0,0,0,0,0,0,0,0
045,12045,Carbondale,2017,29,0,6358,6231,2.68,2521,2327,194
045,30780,Glenwood Springs,2017,9,9,9735,9522,2.5,4189,3815,374
045,53395,New Castle,2017,30,29,4523,4523,2.76,1742,1639,103
045,57400,Parachute,2017,1,0,1283,1283,2.8,538,457,81
045,64255,Rifle,2017,10,10,10039,9877,2.84,3734,3474,260
045,70195,Silt,2017,11,0,3348,3348,3,1181,1118,63
045,99990,Unincorp. Area,2017,76,70,23585,23028,2.72,9606,8471,1135
047,00000,GILPIN COUNTY,2017,31,0,5635,5592,2.2,3410,2539,871
047,07025,Black Hawk,2017,0,0,125,125,2.11,67,59,8
047,12910,Central City (Part),2017,0,0,747,747,1.94,509,385,124
047,99990,Unincorp. Area,2017,31,30,4762,4720,2.25,2834,2094,740
049,00000,GRAND COUNTY,2017,158,0,15147,14942,2.23,16043,6703,9340
049,28305,Fraser,2017,17,0,1435,1430,2.22,1398,643,755
049,31605,Granby,2017,25,0,1951,1951,2.4,1634,812,822
049,31715,Grand Lake,2017,7,2,409,407,1.87,779,218,561
049,37600,Hot Sulphur Springs,2017,2,2,675,645,2.39,303,270,33
049,41560,Kremmling,2017,2,2,1334,1330,2.4,617,554,63
049,85705,Winter Park,2017,41,0,1021,1009,1.98,2630,510,2120
049,99990,Unincorp. Area,2017,64,76,8321,8169,2.21,8682,3696,4986
051,00000,GUNNISON COUNTY,2017,103,0,16464,15411,2.22,11633,6928,4705
051,18310,Crested Butte,2017,11,0,1585,1585,2.1,1129,753,376
051,33640,Gunnison,2017,26,21,6272,5311,2.17,2722,2442,280
051,48555,Marble,2017,2,0,131,131,2.11,100,62,38
051,52570,Mount Crested Butte/G,2017,3,0,966,966,2.03,1424,475,949
051,59830,Pitkin,2017,0,0,84,84,2.26,185,37,148
051,99990,Unincorp. Area,2017,61,60,7426,7334,2.32,6073,3158,2915
053,00000,HINSDALE COUNTY,2017,7,0,805,788,2.12,1305,371,934
053,42330,Lake City,2017,2,0,422,422,2.07,435,204,231
053,99990,Unincorp. Area,2017,5,0,382,365,2.19,870,167,703
055,00000,HUERFANO COUNTY,2017,31,0,6737,6615,2.1,4600,3155,1445
055,44100,La Veta,2017,0,0,882,882,1.94,569,456,113
055,82350,Walsenburg,2017,0,0,3001,2959,2.16,1618,1368,250
055,99990,Unincorp. Area,2017,31,38,2854,2774,2.08,2413,1331,1082
057,00000,JACKSON COUNTY,2017,7,0,1379,1377,2.11,1172,652,520
057,82130,Walden,2017,2,19,600,598,2.1,353,285,68
057,99990,Unincorp. Area,2017,5,0,779,779,2.12,819,367,452
059,00000,JEFFERSON COUNTY,2017,2601,0,575923,566813,2.42,242056,234636,7420
059,03455,Arvada (Part),2017,740,740,118187,117428,2.49,48308,47162,1146
059,08070,Bow Mar (Part),2017,0,0,269,269,3.03,92,89,3
059,23135,Edgewater,2017,1,0,5157,5157,2.2,2440,2340,100
059,30835,Golden,2017,5,0,21222,17964,2.24,8377,8011,366
059,42495,Lakeside,2017,0,0,14,14,1.32,11,11,0
059,43000,Lakewood,2017,770,770,152624,150343,2.28,68312,66024,2288
059,45255,Littleton (Part),2017,30,35,2348,2348,2.97,801,790,11
059,52075,Morrison,2017,0,0,424,271,2.13,131,127,4
059,52350,Mountain View,2017,3,0,539,539,2.03,275,266,9
059,75640,Superior (Part),2017,0,0,0,0,0,0,0,0
059,83835,Westminster (Part),2017,77,77,44817,44653,2.47,18499,18047,452
059,84440,Wheat Ridge,2017,34,36,32282,31700,2.15,15304,14745,559
059,99990,Unincorp. Area,2017,941,0,198039,196126,2.55,79506,77024,2482
061,00000,KIOWA COUNTY,2017,0,0,1428,1401,2.37,735,592,143
061,22145,Eads,2017,0,0,682,655,2.23,355,294,61
061,34740,Haswell,2017,0,0,69,69,2.1,37,33,4
061,69700,Sheridan Lake,2017,0,0,66,66,3.05,38,22,16
061,99990,Unincorp. Area,2017,0,1,611,611,2.52,305,243,62
063,00000,KIT CARSON COUNTY,2017,0,0,7400,7012,2.41,3404,2909,495
063,06530,Bethune,2017,0,0,195,195,3.05,79,64,15
063,10600,Burlington,2017,0,0,3493,3136,2.44,1470,1288,182
063,26765,Flagler,2017,0,0,543,543,2.06,309,263,46
063,69040,Seibert,2017,0,0,169,169,2.14,100,79,21
063,74485,Stratton,2017,0,0,663,632,2.4,315,264,51
063,81690,Vona,2017,0,0,99,99,2.16,61,46,15
063,99990,Unincorp. Area,2017,0,0,2237,2237,2.47,1070,905,165
065,00000,LAKE COUNTY,2017,32,0,7352,7264,2.4,4294,3030,1264
065,44320,Leadville,2017,20,0,2672,2590,2.1,1686,1231,455
065,99990,Unincorp. Area,2017,12,0,4680,4674,2.6,2608,1799,809
067,00000,LA PLATA COUNTY,2017,260,0,55034,53179,2.31,27145,23015,4130
067,05265,Bayfield,2017,32,0,2713,2713,2.66,1079,1022,57
067,22035,Durango,2017,96,108,18262,16498,2.14,8531,7714,817
067,38535,Ignacio,2017,2,2,811,811,2.55,353,318,35
067,99990,Unincorp. Area,2017,130,0,33248,33157,2.38,17182,13961,3221
069,00000,LARIMER COUNTY,2017,3731,0,344187,333518,2.41,149794,138324,11470
069,06255,Berthoud (Part),2017,263,133,6986,6908,2.6,2813,2660,153
069,25115,Estes Park,2017,36,36,6490,6448,2.09,4322,3082,1240
069,27425,Fort Collins,2017,1874,2084,163579,154567,2.36,68371,65380,2991
069,39855,Johnstown (Part),2017,94,93,3604,3604,2.41,1636,1496,140
069,46465,Loveland,2017,572,558,74580,73987,2.38,32449,31130,1319
069,77510,Timnath (Part),2017,160,0,3607,3607,3.15,1252,1146,106
069,83230,Wellington,2017,425,0,9649,9649,2.91,3429,3321,108
069,85485,Windsor (Part),2017,102,102,6097,6097,2.82,2323,2164,159
069,99990,Unincorp. Area,2017,205,190,69595,68651,2.46,33199,27946,5253
071,00000,LAS ANIMAS COUNTY,2017,4,0,14817,14071,2.21,7969,6359,1610
071,00760,Aguilar,2017,0,0,477,477,2.19,269,218,51
071,08345,Branson,2017,0,0,65,65,2.26,46,29,17
071,15550,Cokedale,2017,0,0,131,131,2.43,90,54,36
071,40570,Kim,2017,0,0,72,72,1.91,55,38,17
071,73715,Starkville,2017,0,0,66,66,2.29,41,29,12
071,78610,Trinidad,2017,0,0,8575,8254,2.21,4266,3732,534
071,99990,Unincorp. Area,2017,4,0,5431,5006,2.21,3202,2260,942
073,00000,LINCOLN COUNTY,2017,10,0,5591,4589,2.34,2290,1958,332
073,03235,Arriba,2017,1,0,203,203,2.12,120,96,24
073,29680,Genoa,2017,0,0,99,99,2.27,54,44,10
073,37875,Hugo,2017,3,0,770,684,2.25,362,303,59
073,44980,Limon,2017,1,1,2003,1980,2.34,937,845,92
073,99990,Unincorp. Area,2017,5,0,2515,1623,2.42,817,671,146
075,00000,LOGAN COUNTY,2017,14,0,21691,18502,2.32,8607,7968,639
075,18640,Crook,2017,0,0,127,127,1.93,74,66,8
075,26875,Fleming,2017,1,0,435,435,2.39,204,182,22
075,38590,Iliff,2017,0,0,245,245,2.4,114,102,12
075,50040,Merino,2017,0,0,290,290,2.49,125,116,9
075,58235,Peetz,2017,0,0,226,226,2.36,106,96,10
075,73935,Sterling,2017,5,0,13922,10823,2.24,5225,4836,389
075,99990,Unincorp. Area,2017,8,0,6447,6356,2.47,2759,2570,189
077,00000,MESA COUNTY,2017,651,0,152148,147646,2.42,65240,60974,4266
077,15605,Collbran,2017,2,0,602,398,2.14,209,185,24
077,19355,De Beque,2017,1,1,487,485,2.68,211,181,30
077,28745,Fruita,2017,60,59,13399,13218,2.57,5428,5143,285
077,31660,Grand Junction,2017,425,425,62795,59007,2.26,27929,26126,1803
077,56970,Palisade,2017,2,0,2659,2544,2.13,1268,1193,75
077,99990,Unincorp. Area,2017,161,160,72206,71994,2.56,30195,28145,2050
079,00000,MINERAL COUNTY,2017,14,0,788,788,2.03,1162,388,774
079,14765,City of Creede,2017,2,0,248,248,1.79,240,138,102
079,99990,Unincorp. Area,2017,12,0,540,540,2.16,922,249,673
081,00000,MOFFAT COUNTY,2017,10,0,13223,13109,2.47,6025,5298,727
081,17760,Craig,2017,1,0,9074,8963,2.43,4008,3684,324
081,20495,Dinosaur,2017,2,0,254,254,2.45,147,103,44
081,99990,Unincorp. Area,2017,7,0,3895,3892,2.58,1870,1510,360
083,00000,MONTEZUMA COUNTY,2017,23,0,25556,25283,2.38,12079,10642,1437
083,17375,Cortez,2017,18,22,8600,8455,2.3,3956,3676,280
083,20770,Dolores,2017,2,0,896,886,2.06,497,430,67
083,48115,Mancos,2017,3,6,1268,1183,2.28,576,518,58
083,99990,Unincorp. Area,2017,0,0,14793,14759,2.45,7050,6017,1033
085,00000,MONTROSE COUNTY,2017,114,0,41768,41143,2.42,18081,16976,1105
085,51745,Montrose,2017,56,57,20065,19548,2.3,8994,8514,480
085,53120,Naturita,2017,0,1,504,504,2.14,264,236,28
085,54935,Nucla,2017,2,0,609,609,2.15,308,284,24
085,55540,Olathe,2017,0,0,1794,1716,3.01,609,570,39
085,99990,Unincorp. Area,2017,56,56,18795,18765,2.55,7906,7373,533
087,00000,MORGAN COUNTY,2017,33,0,28425,27931,2.69,11164,10382,782
087,09555,Brush,2017,0,0,5295,4968,2.5,2128,1985,143
087,27810,Fort Morgan,2017,5,5,11573,11405,2.79,4281,4085,196
087,36610,Hillrose,2017,0,0,302,302,2.56,127,118,9
087,45695,Log Lane Village,2017,0,0,909,909,2.99,332,304,28
087,84770,Wiggins,2017,1,0,1046,1046,2.81,406,373,33
087,99990,Unincorp. Area,2017,27,0,9301,9301,2.64,3890,3517,373
089,00000,OTERO COUNTY,2017,3,0,18763,18340,2.38,8702,7706,996
089,13460,Cheraw,2017,0,0,240,240,2.51,103,96,7
089,27975,Fowler,2017,0,0,1238,1208,2.18,614,553,61
089,42110,La Junta,2017,0,0,7321,7020,2.36,3337,2973,364
089,48500,Manzanola,2017,0,0,363,363,2.38,177,152,25
089,65190,Rocky Ford,2017,0,0,3906,3850,2.38,1854,1620,234
089,75970,Swink,2017,0,0,613,613,2.45,284,250,34
089,99990,Unincorp. Area,2017,3,0,5082,5047,2.45,2333,2062,271
091,00000,OURAY COUNTY,2017,51,0,4730,4730,2.14,3200,2206,994
091,56420,Ouray,2017,9,0,937,937,2.14,756,438,318
091,64200,Ridgway,2017,14,13,1067,1067,2.22,571,480,91
091,99990,Unincorp. Area,2017,28,0,2727,2727,2.12,1873,1288,585
093,00000,PARK COUNTY,2017,137,0,16866,16819,2.23,13814,7543,6271
093,01530,Alma,2017,1,0,282,282,2.06,178,137,41
093,25610,Fairplay,2017,0,0,713,713,2.17,405,328,77
093,99990,Unincorp. Area,2017,136,0,15871,15824,2.24,13231,7078,6153
095,00000,PHILLIPS COUNTY,2017,1,0,4514,4446,2.44,1989,1822,167
095,34960,Haxtun,2017,0,0,1002,980,2.25,489,435,54
095,37270,Holyoke,2017,1,1,2323,2277,2.48,985,920,65
095,57245,Paoli,2017,0,0,45,45,2.19,22,20,2
095,99990,Unincorp. Area,2017,0,0,1144,1144,2.56,493,447,46
097,00000,PITKIN COUNTY,2017,91,0,17658,17586,2.14,13040,8233,4807
097,03620,Aspen,2017,22,0,7167,7125,1.94,6121,3665,2456
097,04935,Basalt (Part),2017,37,0,1034,1034,2.29,555,452,103
097,71755,Snowmass Village,2017,7,3,3148,3138,2.2,2527,1429,1098
097,99990,Unincorp. Area,2017,25,25,6309,6289,2.34,3837,2688,1149
099,00000,PROWERS COUNTY,2017,6,0,11930,11578,2.47,5445,4680,765
099,31550,Granada,2017,0,0,443,443,2.73,203,162,41
099,34520,Hartman,2017,0,0,56,56,2.34,32,24,8
099,37215,Holly,2017,0,0,827,778,2.54,357,306,51
099,43110,Lamar,2017,1,1,7635,7339,2.45,3457,2996,461
099,85045,Wiley,2017,1,0,429,429,2.49,195,172,23
099,99990,Unincorp. Area,2017,4,0,2540,2533,2.49,1201,1019,182
101,00000,PUEBLO COUNTY,2017,177,0,165549,161565,2.45,70831,65825,5006
101,07795,Boone,2017,1,0,324,316,2.53,155,125,30
101,62000,Pueblo,2017,88,87,110361,106643,2.38,48146,44897,3249
101,66895,Rye,2017,0,0,191,191,2.34,114,82,32
101,99990,Unincorp. Area,2017,88,0,54673,54414,2.63,22416,20722,1694
103,00000,RIO BLANCO COUNTY,2017,6,0,6568,6344,2.43,3241,2609,632
103,49875,Meeker,2017,0,70,2370,2330,2.38,1137,980,157
103,62880,Rangely,2017,1,0,2402,2223,2.47,1116,899,217
103,99990,Unincorp. Area,2017,5,0,1796,1791,2.45,988,730,258
105,00000,RIO GRANDE COUNTY,2017,7,0,11688,11535,2.41,6440,4790,1650
105,12855,Center (Part),2017,0,0,70,70,2.45,53,28,25
105,19795,Del Norte,2017,1,0,1495,1463,2.29,803,640,163
105,51635,Monte Vista,2017,2,0,4283,4241,2.41,1933,1762,171
105,72395,South Fork,2017,0,3,497,493,2.08,545,236,309
105,99990,Unincorp. Area,2017,4,3,5343,5268,2.48,3106,2123,983
107,00000,ROUTT COUNTY,2017,163,0,24162,23816,2.35,16100,10127,5973
107,35070,Hayden,2017,4,0,1856,1856,2.43,826,763,63
107,55155,Oak Creek,2017,5,0,855,855,2.14,480,398,82
107,73825,Steamboat Springs,2017,103,0,12720,12435,2.31,9771,5388,4383
107,86475,Yampa,2017,2,0,394,394,2.42,200,163,37
107,99990,Unincorp. Area,2017,49,0,8337,8276,2.42,4823,3414,1409
109,00000,SAGUACHE COUNTY,2017,54,0,6214,6184,2.26,3464,2741,723
109,07571,Bonanza City,2017,1,0,19,19,1.18,27,16,11
109,12855,Center (Part),2017,0,0,1958,1958,2.7,807,726,81
109,18420,Crestone,2017,0,0,136,136,1.97,94,69,25
109,51250,Moffat,2017,0,0,115,115,2.29,64,50,14
109,67005,Saguache,2017,0,0,557,528,2.01,327,262,65
109,99990,Unincorp. Area,2017,53,0,3428,3428,2.12,2145,1617,528
111,00000,SAN JUAN COUNTY,2017,8,0,700,700,1.95,761,360,401
111,70580,Silverton,2017,5,20,620,620,1.95,511,318,193
111,99990,Unincorp. Area,2017,3,6,80,80,1.91,250,42,208
113,00000,SAN MIGUEL COUNTY,2017,36,0,8014,7800,2.21,6390,3531,2859
113,52550,Mountain Village,2017,6,5,1233,1233,1.88,1676,655,1021
113,54880,Norwood,2017,2,0,515,515,2.39,244,215,29
113,55870,Ophir,2017,1,0,208,208,2.69,85,77,8
113,68655,Sawpit,2017,0,0,34,34,2.23,17,15,2
113,76795,Telluride,2017,12,0,2575,2575,2.15,2215,1197,1018
113,99990,Unincorp. Area,2017,15,0,3450,3235,2.36,2153,1373,780
115,00000,SEDGWICK COUNTY,2017,3,0,2396,2355,2.17,1335,1087,248
115,39965,Julesburg,2017,0,0,1284,1244,2.13,698,585,113
115,56475,Ovid,2017,1,0,285,285,2.15,164,133,31
115,68930,Sedgwick,2017,0,0,172,172,2.19,112,79,33
115,99990,Unincorp. Area,2017,2,2,655,655,2.26,361,290,71
117,00000,SUMMIT COUNTY,2017,306,0,31133,30660,2.36,30320,13000,17320
117,07410,Blue River,2017,8,0,896,896,2.52,741,356,385
117,08400,Breckenridge,2017,23,0,5422,5243,2.24,7136,2337,4799
117,20440,Dillon,2017,9,0,1037,1037,2.03,1291,510,781
117,28690,Frisco,2017,74,0,2967,2967,2.1,3250,1415,1835
117,51690,Montezuma,2017,0,0,73,73,2.63,55,28,27
117,70525,Silverthorne,2017,82,0,4093,4090,2.63,2274,1556,718
117,99990,Unincorp. Area,2017,110,0,16645,16353,2.41,15573,6797,8776
119,00000,TELLER COUNTY,2017,132,0,24153,23987,2.33,13056,10305,2751
119,18530,Cripple Creek,2017,1,0,1122,1122,2.09,708,536,172
119,32650,Green Mtn. Falls (Part),2017,0,0,25,25,1.85,31,13,18
119,80865,Victor,2017,0,0,386,386,1.96,295,197,98
119,86090,Woodland Park,2017,75,52,7664,7664,2.4,3489,3198,291
119,99990,Unincorp. Area,2017,56,0,14956,14790,2.33,8533,6360,2173
121,00000,WASHINGTON COUNTY,2017,6,0,4845,4593,2.38,2239,1926,313
121,00925,Akron,2017,1,1,1836,1584,2.23,821,710,111
121,56365,Otis,2017,1,0,499,499,2.52,231,198,33
121,99990,Unincorp. Area,2017,4,3,2510,2510,2.46,1187,1019,168
123,00000,WELD COUNTY,2017,3054,0,304595,299012,2.82,109489,106113,3376
123,03950,Ault,2017,22,0,1724,1724,2.65,668,650,18
123,06255,Berthoud (Part),2017,2,1,213,213,3.57,60,60,0
123,08675,Brighton (Part),2017,9,5,367,367,2.92,127,126,1
123,19080,Dacono,2017,97,97,5623,5623,2.94,1947,1913,34
123,22860,Eaton,2017,54,53,5198,5198,2.75,1924,1892,32
123,24950,Erie (Part),2017,318,318,14578,14578,2.91,5111,5001,110
123,25280,Evans,2017,71,0,20881,20877,2.88,7430,7245,185
123,26600,Firestone,2017,283,281,13686,13686,3.05,4597,4480,117
123,27700,Fort Lupton,2017,84,85,7902,7902,3.04,2662,2595,67
123,28360,Frederick,2017,199,198,12702,12702,3,4311,4236,75
123,29185,Garden City,2017,0,0,255,255,2.06,127,124,3
123,29955,Gilcrest,2017,0,1,1060,1060,3.16,347,335,12
123,32155,Greeley,2017,575,377,107365,101958,2.71,39107,37652,1455
123,33310,Grover,2017,0,0,171,171,2.21,87,77,10
123,37820,Hudson,2017,13,13,1472,1472,2.8,537,526,11
123,39855,Johnstown (Part),2017,40,39,12281,12281,2.98,4185,4118,67
123,40185,Keenesburg,2017,4,4,1229,1220,2.57,493,474,19
123,40515,Kersey,2017,5,0,1513,1513,2.87,543,528,15
123,43605,La Salle,2017,72,0,2354,2354,2.87,840,821,19
123,45530,Lochbuie (Part),2017,179,179,6315,6315,3.12,2063,2022,41
123,45970,Longmont (Part),2017,0,0,273,256,1.95,141,131,10
123,49600,Mead,2017,12,0,4587,4587,3.02,1538,1518,20
123,50480,Milliken,2017,131,131,7073,7073,3.04,2379,2330,49
123,54330,Northglenn (Part),2017,0,0,23,23,2.64,9,9,0
123,55045,Nunn,2017,2,0,491,491,2.58,200,190,10
123,59005,Pierce,2017,19,18,1120,1120,2.73,426,410,16
123,60160,Platteville,2017,0,19,2972,2972,2.95,1037,1008,29
123,63045,Raymer,2017,0,0,115,115,2.61,49,44,5
123,69150,Severance,2017,73,73,4440,4440,3.02,1499,1469,30
123,77290,Thornton (Part),2017,0,0,0,0,0,0,0,0
123,77510,Timnath (Part),2017,2,0,8,8,2.57,3,3,0
123,85485,Windsor (Part),2017,648,648,20163,20057,2.73,7660,7349,311
123,99990,Unincorp. Area,2017,140,140,46446,46405,2.77,17382,16776,606
